title,company,location,time,url
Business Intelligence trainee,HARTMANN GROUP,Mataró,Hace 2 meses,https://es.linkedin.com/jobs/view/business-intelligence-trainee-at-hartmann-group-3502820674?refId=3CTUzeccfFXvdNcERFLVNQ%3D%3D&trackingId=5y2t3PSLyPUK6ngsefWMtg%3D%3D&position=20&pageNum=2&trk=public_jobs_jserp-result_search-card
Data Engineer,Exoticca,Barcelona,Hace 3 semanas,https://es.linkedin.com/jobs/view/data-engineer-at-exoticca-3636831376?refId=3CTUzeccfFXvdNcERFLVNQ%3D%3D&trackingId=h%2B1jg%2B0lw1iL8oyfH%2BDaUw%3D%3D&position=21&pageNum=2&trk=public_jobs_jserp-result_search-card
European Data Analyst,Diversey,Viladecans,Hace 1 mes,https://es.linkedin.com/jobs/view/european-data-analyst-at-diversey-3613020010?refId=3CTUzeccfFXvdNcERFLVNQ%3D%3D&trackingId=NNNB1shPyKwbgTIAUNHVOQ%3D%3D&position=22&pageNum=2&trk=public_jobs_jserp-result_search-card
Analista cuantitativo,Claire Joster,Cornellà de Llobregat,Hace 1 semana,https://es.linkedin.com/jobs/view/analista-cuantitativo-at-claire-joster-3648418936?refId=3CTUzeccfFXvdNcERFLVNQ%3D%3D&trackingId=mXnwX5LBjqoyzvW3eUamzw%3D%3D&position=23&pageNum=2&trk=public_jobs_jserp-result_search-card
Senior Data Analyst,Zurich Insurance,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/senior-data-analyst-at-zurich-insurance-3640266367?refId=3CTUzeccfFXvdNcERFLVNQ%3D%3D&trackingId=naP%2BtwbNJYNPHMYXQqb6Lw%3D%3D&position=24&pageNum=2&trk=public_jobs_jserp-result_search-card
"Data Analyst (Hybrid, Barcelona based candidates ONLY)",Joppy,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/data-analyst-hybrid-barcelona-based-candidates-only-at-joppy-3653931245?refId=3CTUzeccfFXvdNcERFLVNQ%3D%3D&trackingId=%2BQX44ynl8BU2Cb6jcNo%2Fqg%3D%3D&position=25&pageNum=2&trk=public_jobs_jserp-result_search-card
Middle Data Engineer - Python (Incorporación en septiembre) - Barcelona,Teralco Group,Barcelona,Hace 3 días,https://es.linkedin.com/jobs/view/middle-data-engineer-python-incorporaci%C3%B3n-en-septiembre-barcelona-at-teralco-group-3658314358?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=bvy%2F2jqDa2Dabsj8bCLkSQ%3D%3D&position=1&pageNum=3&trk=public_jobs_jserp-result_search-card
Odoo Developer & Data Analyst,IOMED,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/odoo-developer-data-analyst-at-iomed-3618762583?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=ll2q8NvXo19Rh1czc%2F68LQ%3D%3D&position=2&pageNum=3&trk=public_jobs_jserp-result_search-card
Power BI Consultant (I&D),Capgemini,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/power-bi-consultant-i-d-at-capgemini-3642774122?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=l70doPTOGFmz0bDe7UEB9w%3D%3D&position=3&pageNum=3&trk=public_jobs_jserp-result_search-card
Senior Project Manager/ Data Analyst,Infosys,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/senior-project-manager-data-analyst-at-infosys-3646621133?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=DiFJT1NUGWV8fIxlnjVFEQ%3D%3D&position=4&pageNum=3&trk=public_jobs_jserp-result_search-card
Business Intelligence Analyst,Winning Spain,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/business-intelligence-analyst-at-winning-spain-3647687840?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=S2qxb%2BQSXyRt0yfpWbzWog%3D%3D&position=5&pageNum=3&trk=public_jobs_jserp-result_search-card
Analytics Engineer,Exoticca,Barcelona,Hace 3 meses,https://es.linkedin.com/jobs/view/analytics-engineer-at-exoticca-3589772523?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=FPGxOiZvqLfGT6yY9aHzaw%3D%3D&position=6&pageNum=3&trk=public_jobs_jserp-result_search-card
Cloud Data Analyst Engineer (FinOps),Unit4,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/cloud-data-analyst-engineer-finops-at-unit4-3644237879?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=Kyw28SOSfUlT%2F3MiHfZE0w%3D%3D&position=7&pageNum=3&trk=public_jobs_jserp-result_search-card
Sales Intelligence Senior Analyst,MongoDB,Barcelona,Hace 3 semanas,https://es.linkedin.com/jobs/view/sales-intelligence-senior-analyst-at-mongodb-3639858058?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=5cOr81F8kH5vntWk7ISb2w%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card
Data engineer,Innovamat,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-engineer-at-innovamat-3628873009?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=cIzMo2a3zfL9pKwi4Ar%2F3w%3D%3D&position=9&pageNum=3&trk=public_jobs_jserp-result_search-card
Financial Data Analyst,"Americold Logistics, LLC.",Palau-solità i Plegamans,Hace 1 semana,https://es.linkedin.com/jobs/view/financial-data-analyst-at-americold-logistics-llc-3652608095?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=XR%2B7YFN8qY0kiVMfCSKOhw%3D%3D&position=10&pageNum=3&trk=public_jobs_jserp-result_search-card
Senior Business Intelligence Consultant,ClearPeaks,Barcelona,Hace 6 días,https://es.linkedin.com/jobs/view/senior-business-intelligence-consultant-at-clearpeaks-3592710835?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=8HvQLb4p1wyHNCRAvFV5rw%3D%3D&position=11&pageNum=3&trk=public_jobs_jserp-result_search-card
Senior Marketing Data Analyst,Antal International,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/senior-marketing-data-analyst-at-antal-international-3651291046?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=iDy40XR0yR%2FED38H6wV%2BTQ%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card
Junior Data Engineer - Finance Data Operations,Schneider Electric,Barcelona,Hace 2 meses,https://es.linkedin.com/jobs/view/junior-data-engineer-finance-data-operations-at-schneider-electric-3620310326?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=R6QcZiE7sbVR3G3i5eLdYw%3D%3D&position=13&pageNum=3&trk=public_jobs_jserp-result_search-card
DATA ENGINEER,Eurecat - Centro Tecnológico de Catalunya,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/data-engineer-at-eurecat-centro-tecnol%C3%B3gico-de-catalunya-3652286825?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=1omYxsvwhUDdmLhJUDGP3w%3D%3D&position=14&pageNum=3&trk=public_jobs_jserp-result_search-card
Senior Data Analyst,Page Personnel,Barcelona,Hace 4 días,https://es.linkedin.com/jobs/view/senior-data-analyst-at-page-personnel-3657205286?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=PExYDNwJpxAEw3P%2FiigcqQ%3D%3D&position=15&pageNum=3&trk=public_jobs_jserp-result_search-card
"Data Engineer - SQL & Python (Hybrid, Barcelona) (Open)",Gartner,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/data-engineer-sql-python-hybrid-barcelona-open-at-gartner-3626301099?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=P1Dax5g%2FPT7gwb1p%2FztY0w%3D%3D&position=16&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Engineer,Redarbor,Barcelona y alrededores,Hace 6 días,https://es.linkedin.com/jobs/view/data-engineer-at-redarbor-3654883881?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=0465LWUnxl19t1jJSe80vQ%3D%3D&position=17&pageNum=3&trk=public_jobs_jserp-result_search-card
Senior Data Analyst - Hybrid (Barcelona),Page Personnel,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/senior-data-analyst-hybrid-barcelona-at-page-personnel-3611966627?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=W0GGp6L4iTNUoJKyTRN%2Bqg%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card
Business Analyst con PowerBI y Analytics,beside Talent,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/business-analyst-con-powerbi-y-analytics-at-beside-talent-3648433633?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=Vs%2FGPGlSGzRF0Z%2BJLCgBvw%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Engineer,Manufacturing IT Recruitment,Barcelona,Hace 4 días,https://es.linkedin.com/jobs/view/data-engineer-at-manufacturing-it-recruitment-3656682840?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=HfmfewVoZenTntI3GUypag%3D%3D&position=20&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Engineer- 100% remote - Spain based,Page Personnel,Barcelona,Hace 2 meses,https://es.linkedin.com/jobs/view/data-engineer-100%25-remote-spain-based-at-page-personnel-3592502064?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=yJzKgEMJmYe55U25JotnwA%3D%3D&position=21&pageNum=3&trk=public_jobs_jserp-result_search-card
Senior Data Analyst (Strategy Analytics),Scopely,Barcelona,Hace 5 días,https://es.linkedin.com/jobs/view/senior-data-analyst-strategy-analytics-at-scopely-3634118436?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=9BwHxMXTiR9QxHvl0uiELg%3D%3D&position=22&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Analyst Coches.net,Adevinta,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/data-analyst-coches-net-at-adevinta-3646524454?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=cUNIdO5bAoOL11GIKt6tvA%3D%3D&position=23&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Engineer,Scalapay,Barcelona,Hace 1 día,https://es.linkedin.com/jobs/view/data-engineer-at-scalapay-3388882292?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=eDKiCJYB3Av%2Bzor%2FI8kmJA%3D%3D&position=24&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Collection Engineer Analyst - BXPERT Adobe Analytics,JAKALA Iberia,Barcelona,Hace 3 horas,https://es.linkedin.com/jobs/view/data-collection-engineer-analyst-bxpert-adobe-analytics-at-jakala-iberia-3655097177?refId=bFpBTVMgXAPg22%2FRJ8PdCQ%3D%3D&trackingId=N2Qu4B36oTTCZ49ErdA3hw%3D%3D&position=25&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Engineer,IOMED,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/data-engineer-at-iomed-3648777699?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=7JiRQbVPmRH%2BPXFJGhRIcQ%3D%3D&position=1&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Visualization Engineer - Tableau [Remote],Braintrust,Barcelona,Hace 4 días,https://es.linkedin.com/jobs/view/data-visualization-engineer-tableau-remote-at-braintrust-3656424180?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=jrxfl4cR0Pk52PCmVgEp6w%3D%3D&position=2&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Engineer / Data Steward,Fundació de Recerca Sant Joan de Déu,Esplugues de Llobregat,Hace 1 mes,https://es.linkedin.com/jobs/view/data-engineer-data-steward-at-fundaci%C3%B3-de-recerca-sant-joan-de-d%C3%A9u-3606873721?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=N31f0M0BoGgxe1%2Fx2da0YA%3D%3D&position=3&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Engineer,TransPerfect,Barcelona,Hace 2 meses,https://es.linkedin.com/jobs/view/data-engineer-at-transperfect-3496833638?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=nWaU7aNDwGURJvIogSn8MA%3D%3D&position=4&pageNum=4&trk=public_jobs_jserp-result_search-card
Business Intelligence Analyst (Medical Device),Marlex,Barcelona,Hace 2 meses,https://es.linkedin.com/jobs/view/business-intelligence-analyst-medical-device-at-marlex-3596692552?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=omuPhxa9VLB8mycq3IjBGQ%3D%3D&position=5&pageNum=4&trk=public_jobs_jserp-result_search-card
Senior Data Analyst - B2B (f/m/d),FREENOW,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/senior-data-analyst-b2b-f-m-d-at-freenow-3648912415?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=eg5088NqQdKIwi5UtQ1SEg%3D%3D&position=6&pageNum=4&trk=public_jobs_jserp-result_search-card
Reporting and Analytics CSSD Business Analyst Graduate,HP,Sant Cugat del Vallès,Hace 1 mes,https://es.linkedin.com/jobs/view/reporting-and-analytics-cssd-business-analyst-graduate-at-hp-3614238138?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=0OFtUe1M6Agxi5jWxvHLpw%3D%3D&position=7&pageNum=4&trk=public_jobs_jserp-result_search-card
Business Intelligence Consultant,Puig,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/business-intelligence-consultant-at-puig-3652279242?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=qiPAduWbCUz2%2F235fTkmew%3D%3D&position=8&pageNum=4&trk=public_jobs_jserp-result_search-card
"Data Engineer - Barcelona, España",CMV Consultores,Barcelona,Hace 3 días,https://es.linkedin.com/jobs/view/data-engineer-barcelona-espa%C3%B1a-at-cmv-consultores-3658330279?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=bFXv%2BVk6Xmip7gF3VJWDBQ%3D%3D&position=9&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Engineer,HP,Sant Cugat del Vallès,Hace 2 semanas,https://es.linkedin.com/jobs/view/data-engineer-at-hp-3640513549?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=YPzDtHe6UIsJB0CQTjF%2BBg%3D%3D&position=10&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Engineer - 100% remote,Page Personnel,Barcelona,Hace 4 días,https://es.linkedin.com/jobs/view/data-engineer-100%25-remote-at-page-personnel-3657205163?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=bCAL9Wvi6QSqXuPkLxq4FA%3D%3D&position=11&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Engineer - Data Platform,Rover.com,Barcelona,Hace 2 meses,https://es.linkedin.com/jobs/view/data-engineer-data-platform-at-rover-com-3594803365?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=r8h1GU%2FR0ZyicYwr9V5gkQ%3D%3D&position=12&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Engineer - 100% Remote,Michael Page,Barcelona,Hace 3 meses,https://es.linkedin.com/jobs/view/data-engineer-100%25-remote-at-michael-page-3588690899?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=4ZLBKCltkI237FvymunYDw%3D%3D&position=13&pageNum=4&trk=public_jobs_jserp-result_search-card
BUSINESS ANALYST DATA,ISPROX,Terrassa,Hace 3 semanas,https://es.linkedin.com/jobs/view/business-analyst-data-at-isprox-3645716347?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=x2WXkcRj%2FyvM1WyzL4z0yw%3D%3D&position=14&pageNum=4&trk=public_jobs_jserp-result_search-card
CONSULTOR BI – DATA ENGINEER,VISEO IBERIA,Barcelona,Hace 4 horas,https://es.linkedin.com/jobs/view/consultor-bi-%E2%80%93-data-engineer-at-viseo-iberia-3621431267?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=Iz8tLl1TcXQR%2BFKa7nD8wg%3D%3D&position=15&pageNum=4&trk=public_jobs_jserp-result_search-card
Consultor Power BI,Avanade,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/consultor-power-bi-at-avanade-3616852968?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=dHfdlQZSw6KjkP3cyJ3Ziw%3D%3D&position=16&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Engineer,HOLA CONSULTORES SL,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-engineer-at-hola-consultores-sl-3625354032?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=sxWpjUjTsa0dC0lMCXrfig%3D%3D&position=17&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Engineer,Allianz Technology,Barcelona,Hace 4 semanas,https://es.linkedin.com/jobs/view/data-engineer-at-allianz-technology-3656550123?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=en%2F6NQfzBzGJFo1C%2FxO2LQ%3D%3D&position=18&pageNum=4&trk=public_jobs_jserp-result_search-card
Senior Data Analyst - Hybrid (Barcelona),Michael Page,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/senior-data-analyst-hybrid-barcelona-at-michael-page-3639363861?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=8PPKDokb8qw2XRKKl9oIQw%3D%3D&position=19&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Engineer (m/f/d),BayWa r.e. EMEA,Barcelona,Hace 3 semanas,https://es.linkedin.com/jobs/view/data-engineer-m-f-d-at-baywa-r-e-emea-3633362341?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=eYPS1YO3t5tfgXsa6OwuNw%3D%3D&position=20&pageNum=4&trk=public_jobs_jserp-result_search-card
Preventa Data & Analytics,Logicalis Spain,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/preventa-data-analytics-at-logicalis-spain-3636098651?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=Kgaip5J4kIBfGLiXcSqgWg%3D%3D&position=21&pageNum=4&trk=public_jobs_jserp-result_search-card
Spark/Scala/Python Engineer,NTT DATA Europe & Latam,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/spark-scala-python-engineer-at-ntt-data-europe-latam-3365191028?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=T4tfDz9%2BGRnUwzVa29CVrA%3D%3D&position=22&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Engineer,Robert Walters,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-engineer-at-robert-walters-3636863496?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=sdUFTNUDlzmQ9mCW%2FnuYCg%3D%3D&position=23&pageNum=4&trk=public_jobs_jserp-result_search-card
Junior Big Data Engineer (Tech Support) - Google Cloud Platform,Webhelp,Barcelona,Hace 8 horas,https://es.linkedin.com/jobs/view/junior-big-data-engineer-tech-support-google-cloud-platform-at-webhelp-3660008233?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=4rGfK2UODGOtNW6W3f2%2F5A%3D%3D&position=24&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Engineer - Snowflake expert,Experfy,Barcelona,Hace 3 meses,https://es.linkedin.com/jobs/view/data-engineer-snowflake-expert-at-experfy-3590301344?refId=CLoEIUyxODW3t2BM7DoEvQ%3D%3D&trackingId=WnLVk%2Blh6QQbYL35BegyAQ%3D%3D&position=25&pageNum=4&trk=public_jobs_jserp-result_search-card
Senior Product Data Analyst,eDreams ODIGEO,Barcelona,Hace 3 días,https://es.linkedin.com/jobs/view/senior-product-data-analyst-at-edreams-odigeo-3656556396?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=5GNkmeKJJH0JgUZuPWSabA%3D%3D&position=1&pageNum=5&trk=public_jobs_jserp-result_search-card
Senior Game Data Analyst,Tilting Point,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/senior-game-data-analyst-at-tilting-point-3521795653?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=7UYd8anlYDTH935nIZhSbQ%3D%3D&position=2&pageNum=5&trk=public_jobs_jserp-result_search-card
Graduate Statistical SAS Programmer FSP –Spain / Italy / Netherlands,Labcorp,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/graduate-statistical-sas-programmer-fsp-%E2%80%93spain-italy-netherlands-at-labcorp-3643994431?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=s6VYd16IZw5CuVseuHUvQA%3D%3D&position=3&pageNum=5&trk=public_jobs_jserp-result_search-card
Junior IT Process Engineer,Mur&Partners,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/junior-it-process-engineer-at-mur-partners-3649244278?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=W5COBn1e1W2iUuM%2BjITCOg%3D%3D&position=4&pageNum=5&trk=public_jobs_jserp-result_search-card
IT Business Analyst - Commercial Planning Reporting Technologies,Nestlé,Esplugues de Llobregat,Hace 2 días,https://es.linkedin.com/jobs/view/it-business-analyst-commercial-planning-reporting-technologies-at-nestl%C3%A9-3638337881?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=0L3dRkPZtVuf1HGTCto1vQ%3D%3D&position=5&pageNum=5&trk=public_jobs_jserp-result_search-card
Commercial - Data Engineer,PepsiCo,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/commercial-data-engineer-at-pepsico-3602220465?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=XYeJYF%2BV0c7F0Di%2FMiJ%2F0w%3D%3D&position=6&pageNum=5&trk=public_jobs_jserp-result_search-card
Digital Analytics Consultant Analyst - BXPERT Adobe Analytics,JAKALA Iberia,Barcelona,Hace 3 horas,https://es.linkedin.com/jobs/view/digital-analytics-consultant-analyst-bxpert-adobe-analytics-at-jakala-iberia-3655094530?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=41BhDXNTD9uAmHN0uDR2uw%3D%3D&position=7&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Engineer,IT Partner España,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-engineer-at-it-partner-espa%C3%B1a-3633925623?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=rFw9zspOzwJfQPb1%2F5q4%2BQ%3D%3D&position=8&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Engineer,Zurich Insurance,Barcelona,Hace 5 días,https://es.linkedin.com/jobs/view/data-engineer-at-zurich-insurance-3612098878?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=tOIKVSgyhIk%2BLZa9RmE%2BBA%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Engineer ESP,Teladoc Health,Barcelona,Hace 3 semanas,https://es.linkedin.com/jobs/view/data-engineer-esp-at-teladoc-health-3577026880?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=GmuJgNqzEnS1CS4ERqH6Bw%3D%3D&position=10&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Engineer,Sanofi,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/data-engineer-at-sanofi-3650322180?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=VuB44ACfQdSuk0%2BJhYETag%3D%3D&position=11&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Engineer - Data Platform,Rover.com,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/data-engineer-data-platform-at-rover-com-3597801007?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=dBcI4OT5shx93jupQBO9UA%3D%3D&position=12&pageNum=5&trk=public_jobs_jserp-result_search-card
DATA ENGINEER,Eurecat - Centro Tecnológico de Catalunya,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-engineer-at-eurecat-centro-tecnol%C3%B3gico-de-catalunya-3630474588?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=PhufBUT%2BhhbZO0qVpWhF3Q%3D%3D&position=13&pageNum=5&trk=public_jobs_jserp-result_search-card
Business Intelligence Specialist,TD SYNNEX,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/business-intelligence-specialist-at-td-synnex-3652117951?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=NpLtUuoutKYq6MhzvZ39WA%3D%3D&position=14&pageNum=5&trk=public_jobs_jserp-result_search-card
Online Data Analyst,TELUS International,Barcelona,Hace 3 días,https://es.linkedin.com/jobs/view/online-data-analyst-at-telus-international-3658293346?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=Zb5VTEJ3B9X65SD7D9rjjA%3D%3D&position=15&pageNum=5&trk=public_jobs_jserp-result_search-card
Computer Vision Engineer (Internship),Fluendo,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/computer-vision-engineer-internship-at-fluendo-3621713050?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=xeFeUnPbuzsOwQpB9ANbng%3D%3D&position=16&pageNum=5&trk=public_jobs_jserp-result_search-card
Sr. Finance Data Analyst - ECA Region (They/She/He),Glovo,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/sr-finance-data-analyst-eca-region-they-she-he-at-glovo-3649208252?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=MuG29OIEkXa3f5qEtgSGVg%3D%3D&position=17&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Engineer | Barcelona | 40% Remote,Page Personnel,Barcelona y alrededores,Hace 3 meses,https://es.linkedin.com/jobs/view/data-engineer-barcelona-40%25-remote-at-page-personnel-3595177153?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=09AV5FlvFU9Wc2YplK3Dng%3D%3D&position=18&pageNum=5&trk=public_jobs_jserp-result_search-card
Ingeniero de Datos (Spark y Nifi),Apiux Tecnología,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/ingeniero-de-datos-spark-y-nifi-at-apiux-tecnolog%C3%ADa-3641896110?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=0g0Vr1KVcFXbxEdxzfYaLA%3D%3D&position=19&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Analyst Chapter Lead,Clevertask IT Solutions,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/data-analyst-chapter-lead-at-clevertask-it-solutions-3652239133?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=HH8FItpM9aGV2OHWJ3hDkw%3D%3D&position=20&pageNum=5&trk=public_jobs_jserp-result_search-card
Consultor Business Intelligence,Avanade,Barcelona,Hace 6 días,https://es.linkedin.com/jobs/view/consultor-business-intelligence-at-avanade-3629549048?refId=3SUGH%2B2sHo4BT3aXZfWHuA%3D%3D&trackingId=6K%2FQZ45wO1gfe4cUsxx2Ag%3D%3D&position=21&pageNum=5&trk=public_jobs_jserp-result_search-card
