Unnamed: 0,title,company,location,time,url
227,Data Analyst,The Knot Worldwide,Sant Cugat del Vallès,Hace 2 días,https://es.linkedin.com/jobs/view/data-analyst-at-the-knot-worldwide-3657240489?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=uV4tyMrz56Wi07Gz8krNJQ%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card
228,Senior Data Analyst,TravelPerk,Barcelona,Hace 3 semanas,https://es.linkedin.com/jobs/view/senior-data-analyst-at-travelperk-3636090866?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=UbCTgG1K%2FICTCZ4QBM3Giw%3D%3D&position=4&pageNum=2&trk=public_jobs_jserp-result_search-card
229,Senior Data Analyst - Growth (They/She/He),Glovo,Barcelona,Hace 23 horas,https://es.linkedin.com/jobs/view/senior-data-analyst-growth-they-she-he-at-glovo-3614803215?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=%2FNFIAYoWpcrFT2w2G7VhQw%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card
230,Data Insights Analyst - DCR,Schneider Electric,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-insights-analyst-dcr-at-schneider-electric-3624595839?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=sNQ5jOwOIMFPlUdGQ8AZew%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card
231,Product Data Analyst - Logistics - Supply&Demand (They/She/He),Glovo,Barcelona y alrededores,Hace 1 semana,https://es.linkedin.com/jobs/view/product-data-analyst-logistics-supply-demand-they-she-he-at-glovo-3646697703?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=uTnebwZOf2LrLaODnSuosw%3D%3D&position=7&pageNum=2&trk=public_jobs_jserp-result_search-card
232,Analista Business Intelligence (2 días teletrabajo),Mystery Project,Terrassa,Hace 1 mes,https://es.linkedin.com/jobs/view/analista-business-intelligence-2-d%C3%ADas-teletrabajo-at-mystery-project-3606873739?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=Xtwa6X%2FR3LzYcKRTlmp%2BRA%3D%3D&position=8&pageNum=2&trk=public_jobs_jserp-result_search-card
233,Data Engineer,Experfy,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-engineer-at-experfy-3646111584?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=TAYPwoUKf%2FHh%2FSDlq4pfMw%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card
234,Product Data Analyst - Logistics (They/She/He),Glovo,Barcelona,Hace 49 minutos,https://es.linkedin.com/jobs/view/product-data-analyst-logistics-they-she-he-at-glovo-3596136421?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=GGoLxb%2FXdZ1Hq5JfKnuCQQ%3D%3D&position=10&pageNum=2&trk=public_jobs_jserp-result_search-card
235,Business Intelligence trainee,HARTMANN GROUP,Mataró,Hace 2 meses,https://es.linkedin.com/jobs/view/business-intelligence-trainee-at-hartmann-group-3502820674?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=G4Czg3jBzBwciynMzz%2BENA%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card
236,Digital Analytics Internship,aurorajobs,Barcelona,Hace 2 días,https://es.linkedin.com/jobs/view/digital-analytics-internship-at-aurorajobs-3654535280?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=qjIryc5RjIbGrR4ZK4cHrQ%3D%3D&position=12&pageNum=2&trk=public_jobs_jserp-result_search-card
237,Business Intelligence / Data Analyst (m/w/d),TecAlliance,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/business-intelligence-data-analyst-m-w-d-at-tecalliance-3640065329?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=V3YgLwmbeFmfujFDsGSgKg%3D%3D&position=13&pageNum=2&trk=public_jobs_jserp-result_search-card
238,Data Engineer,Coniq,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-engineer-at-coniq-3609300512?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=sWM0spuOgrbQqvNqFluikQ%3D%3D&position=14&pageNum=2&trk=public_jobs_jserp-result_search-card
239,Data Analytics Consultant - Barcelona,Making Science,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-analytics-consultant-barcelona-at-making-science-3611947552?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=Aa7SXmluLeg026CE2msoyw%3D%3D&position=15&pageNum=2&trk=public_jobs_jserp-result_search-card
240,Prácticas como Data Analyst & CRO,ARKANA - La empresa de las Apps,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/pr%C3%A1cticas-como-data-analyst-cro-at-arkana-la-empresa-de-las-apps-3623027096?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=P98BEq1rce9jEbYHa7%2B9%2FQ%3D%3D&position=16&pageNum=2&trk=public_jobs_jserp-result_search-card
241,Business Intelligence Analyst - Sector Financiero,Winning,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/business-intelligence-analyst-sector-financiero-at-winning-3650760815?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=Hu7sZgFASvqG7OV19IkcNA%3D%3D&position=17&pageNum=2&trk=public_jobs_jserp-result_search-card
242,Revenue Intelligence Analyst,Innovamat,Sant Cugat del Vallès,Hace 1 mes,https://es.linkedin.com/jobs/view/revenue-intelligence-analyst-at-innovamat-3651637467?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=VLgNUh5O9ncAcbkchANbhg%3D%3D&position=18&pageNum=2&trk=public_jobs_jserp-result_search-card
243,Senior Data Analyst - Marketing Analytics,Back Market,Barcelona,Hace 1 día,https://es.linkedin.com/jobs/view/senior-data-analyst-marketing-analytics-at-back-market-3655590359?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=XPEQ1NvU2LX%2FcJuPbvyQuw%3D%3D&position=19&pageNum=2&trk=public_jobs_jserp-result_search-card
244,Middle Data Engineer - Python (Incorporación en septiembre) - Barcelona,Teralco Group,Barcelona,Hace 21 horas,https://es.linkedin.com/jobs/view/middle-data-engineer-python-incorporaci%C3%B3n-en-septiembre-barcelona-at-teralco-group-3658314358?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=RYzwTOvAMMOie0PvcmWAXA%3D%3D&position=20&pageNum=2&trk=public_jobs_jserp-result_search-card
245,Data Engineer,Exoticca,Barcelona,Hace 3 semanas,https://es.linkedin.com/jobs/view/data-engineer-at-exoticca-3636831376?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=pKxhN5VQRSBuqZGTaHQT5w%3D%3D&position=21&pageNum=2&trk=public_jobs_jserp-result_search-card
246,European Data Analyst,Diversey,Viladecans,Hace 1 mes,https://es.linkedin.com/jobs/view/european-data-analyst-at-diversey-3613020010?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=6HXGlI4YJNscCPQ8SGAXvw%3D%3D&position=22&pageNum=2&trk=public_jobs_jserp-result_search-card
247,Senior Data Analyst,Zurich Insurance,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/senior-data-analyst-at-zurich-insurance-3640266367?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=7VUREkPBP5Whfl8xScH1%2FQ%3D%3D&position=23&pageNum=2&trk=public_jobs_jserp-result_search-card
248,Power BI Consultant (I&D),Capgemini,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/power-bi-consultant-i-d-at-capgemini-3642774122?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=rIk8H1fPSIzZx8%2B0E0eAKQ%3D%3D&position=24&pageNum=2&trk=public_jobs_jserp-result_search-card
249,"Data Analyst (Hybrid, Barcelona based candidates ONLY)",Joppy,Barcelona,Hace 5 días,https://es.linkedin.com/jobs/view/data-analyst-hybrid-barcelona-based-candidates-only-at-joppy-3653931245?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=aE8ocbVUDJ6irduBN6bc4g%3D%3D&position=25&pageNum=2&trk=public_jobs_jserp-result_search-card
