title,company,location,time,url
Python Developer Jr. (for ML team),Smadex,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/python-developer-jr-for-ml-team-at-smadex-3637761057?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=8Y6RU40Kzk4GpiOi9s6TDg%3D%3D&position=5&pageNum=3&trk=public_jobs_jserp-result_search-card
Business Analyst Specialist,TDCX,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/business-analyst-specialist-at-tdcx-3647328423?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=vA7t2n8ss3gjRoQUurfp5w%3D%3D&position=6&pageNum=3&trk=public_jobs_jserp-result_search-card
Business Analyst,Kiwi.com,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/business-analyst-at-kiwi-com-3547185119?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=VWipXzDYETL8dkq8amzvMw%3D%3D&position=7&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Scientist,AkzoNobel,Barcelona,Hace 2 meses,https://es.linkedin.com/jobs/view/data-scientist-at-akzonobel-3531762436?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=6%2FjMZGAqB8AtapxNy%2FClhA%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card
Currency Management Analyst,Kantox,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/currency-management-analyst-at-kantox-3609304148?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=g5KXPxTrtyzMtLqnLaKRWQ%3D%3D&position=9&pageNum=3&trk=public_jobs_jserp-result_search-card
Senior Data Analyst 40% Remoto,Page Personnel,Barcelona y alrededores,Hace 5 días,https://es.linkedin.com/jobs/view/senior-data-analyst-40%25-remoto-at-page-personnel-3657208153?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=uHNadsSFofaz10JJPW9HiQ%3D%3D&position=10&pageNum=3&trk=public_jobs_jserp-result_search-card
Business Intelligence Developer,ClearPeaks,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/business-intelligence-developer-at-clearpeaks-3608376292?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=N7EHmOuEBumX%2BQeW1zaXUA%3D%3D&position=11&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista de Datos con MicroStrategy y Power BI (f/m),T-Systems Iberia,Barcelona,Hace 6 días,https://es.linkedin.com/jobs/view/analista-de-datos-con-microstrategy-y-power-bi-f-m-at-t-systems-iberia-3654441361?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=a98ZCufQbBShpAHxK6ot4Q%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Scientist,Wallapop,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-scientist-at-wallapop-3641796002?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=JmMvR22mOhgZJva6GHEmtw%3D%3D&position=13&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Analyst (on-site),Michael Page,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/data-analyst-on-site-at-michael-page-3646989199?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=s9A2YSLEccoK%2F0r%2BGbTKEQ%3D%3D&position=14&pageNum=3&trk=public_jobs_jserp-result_search-card
Business Analyst,MIGx,Barcelona y alrededores,Hace 2 semanas,https://es.linkedin.com/jobs/view/business-analyst-at-migx-3643954169?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=skq9wxZZK9mAtR8UvpAW%2BQ%3D%3D&position=15&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Engineer,Redarbor,Barcelona y alrededores,Hace 1 semana,https://es.linkedin.com/jobs/view/data-engineer-at-redarbor-3654883881?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=E3XtqrofMvXYAC5%2BgMSdhg%3D%3D&position=16&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Scientist Inventory Management,HP,Sant Cugat del Vallès,Hace 2 meses,https://es.linkedin.com/jobs/view/data-scientist-inventory-management-at-hp-3610946030?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=fTYxZh8lMkw%2F9WwIEKks7Q%3D%3D&position=17&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Scientist,Smadex,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-scientist-at-smadex-3637758217?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=lWS4K8Sdqj%2BqpYHZeB5ClQ%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card
R/Python Developer Internship,Zurich Insurance,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/r-python-developer-internship-at-zurich-insurance-3649221653?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=ZhocEaT9L%2BLhPiMF%2BpldJw%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card
VIE - Pricing BI Analyst - Barcelona,Schneider Electric,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/vie-pricing-bi-analyst-barcelona-at-schneider-electric-3617921871?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=f7ICGGdr1Hri2GXA3tiy5g%3D%3D&position=20&pageNum=3&trk=public_jobs_jserp-result_search-card
"Data Analyst - Barcelona, España",Triangle Talent - Solutions RRHH (España),Barcelona,Hace 4 días,https://es.linkedin.com/jobs/view/data-analyst-barcelona-espa%C3%B1a-at-triangle-talent-solutions-rrhh-espa%C3%B1a-3658333032?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=n5%2FyjnHddrqS8UWuU3JK6g%3D%3D&position=21&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Scientist,AkzoNobel,Barcelona,Hace 3 semanas,https://es.linkedin.com/jobs/view/data-scientist-at-akzonobel-3610082404?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=DnuambDVReSHAdEJuUHhPQ%3D%3D&position=22&pageNum=3&trk=public_jobs_jserp-result_search-card
Regional Business Analyst (They/She/He),Glovo,Barcelona y alrededores,Hace 2 semanas,https://es.linkedin.com/jobs/view/regional-business-analyst-they-she-he-at-glovo-3641139448?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=UIyy%2F%2FvmE3GK7Jd4FENh5g%3D%3D&position=23&pageNum=3&trk=public_jobs_jserp-result_search-card
Senior Data Analyst (Strategy Analytics),Scopely,Barcelona,Hace 6 días,https://es.linkedin.com/jobs/view/senior-data-analyst-strategy-analytics-at-scopely-3634118436?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=uwy0FYwEuuReaetOrHXCbQ%3D%3D&position=24&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Scientist - Python (Data Driven),Between Technology,Sant Cugat del Vallès,Hace 2 meses,https://es.linkedin.com/jobs/view/data-scientist-python-data-driven-at-between-technology-3596690338?refId=DuzWU%2FPpkc78Sgq3yCL4EA%3D%3D&trackingId=ZhYqRztBTYvIXe5NJ2DFXA%3D%3D&position=25&pageNum=3&trk=public_jobs_jserp-result_search-card
Marketing Data Analyst (Junior),Grupo Planeta,Hospitalet de Llobregat,Hace 3 semanas,https://es.linkedin.com/jobs/view/marketing-data-analyst-junior-at-grupo-planeta-3639519589?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=FBGbL8cAA7GEDduMacfyzg%3D%3D&position=1&pageNum=4&trk=public_jobs_jserp-result_search-card
Digital Analytics Internship,aurorajobs,Barcelona,Hace 5 días,https://es.linkedin.com/jobs/view/digital-analytics-internship-at-aurorajobs-3654535280?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=L7SgL0jB51sAwu3vXhlNlQ%3D%3D&position=2&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Engineer,Zurich Insurance,Barcelona,Hace 6 días,https://es.linkedin.com/jobs/view/data-engineer-at-zurich-insurance-3612098878?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=gdhl5pdEuBclT2946vtEhA%3D%3D&position=3&pageNum=4&trk=public_jobs_jserp-result_search-card
Business Continuity Junior Analyst,NTT DATA Europe & Latam,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/business-continuity-junior-analyst-at-ntt-data-europe-latam-3645458964?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=nmdQVSs8JC7NGCmLjikKWw%3D%3D&position=4&pageNum=4&trk=public_jobs_jserp-result_search-card
DATA ENGINEER,Eurecat - Centro Tecnológico de Catalunya,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/data-engineer-at-eurecat-centro-tecnol%C3%B3gico-de-catalunya-3652286825?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=TETHDBXZlwZiFtPMQgkHGw%3D%3D&position=5&pageNum=4&trk=public_jobs_jserp-result_search-card
Senior Business Intelligence Consultant,ClearPeaks,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/senior-business-intelligence-consultant-at-clearpeaks-3592710835?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=s2p5TfR%2B7MIYwbGfIIBelA%3D%3D&position=6&pageNum=4&trk=public_jobs_jserp-result_search-card
Live Ops Business Analyst (They/She/He),Glovo,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/live-ops-business-analyst-they-she-he-at-glovo-3642847151?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=fPbLA2TeILiPkF%2Bjv5c41w%3D%3D&position=7&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Scientist,Page Personnel,Barcelona,Hace 5 días,https://es.linkedin.com/jobs/view/data-scientist-at-page-personnel-3656691658?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=Bw2UYUBdgrAMPJokPzD%2B3w%3D%3D&position=8&pageNum=4&trk=public_jobs_jserp-result_search-card
Business Intelligence Analyst - Sector Financiero,Winning,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/business-intelligence-analyst-sector-financiero-at-winning-3650760815?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=JutEuw4CDLO6y1uqMP20Sw%3D%3D&position=9&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Scientist,Winning,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-scientist-at-winning-3623197692?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=3DZch9iz9In6%2BZLuxry1ig%3D%3D&position=10&pageNum=4&trk=public_jobs_jserp-result_search-card
Business Intelligence Consultant,Puig,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/business-intelligence-consultant-at-puig-3652279242?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=xnphDsnBL8nQK0%2B%2FMPVypA%3D%3D&position=11&pageNum=4&trk=public_jobs_jserp-result_search-card
Digital & Data Analyst,eDreams ODIGEO,Barcelona,Hace 1 día,https://es.linkedin.com/jobs/view/digital-data-analyst-at-edreams-odigeo-3659043138?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=N9sdldGLRCntmNl7mvRM5A%3D%3D&position=12&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Analyst,Popcarte,Barcelona,Hace 4 semanas,https://es.linkedin.com/jobs/view/data-analyst-at-popcarte-3632534242?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=NKoYMpBmxy6ef2xUNYz%2F5g%3D%3D&position=13&pageNum=4&trk=public_jobs_jserp-result_search-card
Junior Business Analyst & Project Manager,zenital,Barcelona,Hace 4 semanas,https://es.linkedin.com/jobs/view/junior-business-analyst-project-manager-at-zenital-3634266846?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=KB3htyZX0TW5r%2B%2F3SvpYdg%3D%3D&position=14&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Engineer - 100% Remote,Michael Page,Barcelona,Hace 3 meses,https://es.linkedin.com/jobs/view/data-engineer-100%25-remote-at-michael-page-3588690899?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=7XSs6NAFEKtIvj15lhhuZw%3D%3D&position=15&pageNum=4&trk=public_jobs_jserp-result_search-card
Becario/a Analista de Datos,Grupo Planeta,Barcelona,Hace 4 semanas,https://es.linkedin.com/jobs/view/becario-a-analista-de-datos-at-grupo-planeta-3633367465?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=C1oeQ%2FZflJ4hJ7lfrtK70g%3D%3D&position=16&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Analyst,Winning Spain,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/data-analyst-at-winning-spain-3647691336?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=PFGIfx1afUtsPp%2Fh2WW9Jg%3D%3D&position=17&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Event Analyst,NextLink Group,Sant Cugat del Vallès,Hace 3 semanas,https://es.linkedin.com/jobs/view/data-event-analyst-at-nextlink-group-3638308681?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=zQ2U1NSlYmTmOR4JGYUDZw%3D%3D&position=18&pageNum=4&trk=public_jobs_jserp-result_search-card
DATA SCIENTIST,MANGO,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-scientist-at-mango-3638587892?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=fKfK0B7ZeA9DG%2F90WBI%2Baw%3D%3D&position=19&pageNum=4&trk=public_jobs_jserp-result_search-card
Research Scientist - Explainable AI,Sony Europe,Barcelona,Hace 2 días,https://es.linkedin.com/jobs/view/research-scientist-explainable-ai-at-sony-europe-3592891667?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=HKEV%2FUYZAqAFmypGb3euFw%3D%3D&position=20&pageNum=4&trk=public_jobs_jserp-result_search-card
Senior Data Engineer,Netquest,Barcelona,Hace 1 día,https://es.linkedin.com/jobs/view/senior-data-engineer-at-netquest-3659036007?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=lNEvt%2BomPgaY7voR%2FIuCUQ%3D%3D&position=21&pageNum=4&trk=public_jobs_jserp-result_search-card
Business Intelligence Specialist,TD SYNNEX,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/business-intelligence-specialist-at-td-synnex-3652117951?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=dOF2AYJt4CQHANAdpopMfA%3D%3D&position=22&pageNum=4&trk=public_jobs_jserp-result_search-card
Software Engineer Internship in Big Data & Data Science tools,HP,Sant Cugat del Vallès,Hace 1 mes,https://es.linkedin.com/jobs/view/software-engineer-internship-in-big-data-data-science-tools-at-hp-3644645882?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=rmFWgkYe0iA0PtEcdGXq%2BA%3D%3D&position=23&pageNum=4&trk=public_jobs_jserp-result_search-card
Senior Data Analyst - Hybrid (Barcelona),Page Personnel,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/senior-data-analyst-hybrid-barcelona-at-page-personnel-3611966627?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=%2B497KVttijR05GT9M5Grig%3D%3D&position=24&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Scientist (m/f/d),Linde,Barcelona,Hace 2 meses,https://es.linkedin.com/jobs/view/data-scientist-m-f-d-at-linde-3628686272?refId=voKv2OxSNkq48e6HOioOeg%3D%3D&trackingId=HMOXgsXfiv02JJYBzUoSSg%3D%3D&position=25&pageNum=4&trk=public_jobs_jserp-result_search-card
Business Analyst,Multiplica Talent,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/business-analyst-at-multiplica-talent-3642099385?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=M4oymWDFWCPGj4JwOxCeZg%3D%3D&position=1&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Team Lead,Tilting Point,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-team-lead-at-tilting-point-3641779124?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=HLWNijDSg%2BFEAo72gDB0%2Bg%3D%3D&position=2&pageNum=5&trk=public_jobs_jserp-result_search-card
DATA ENGINEER,Eurecat - Centro Tecnológico de Catalunya,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-engineer-at-eurecat-centro-tecnol%C3%B3gico-de-catalunya-3630474588?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=kTA7VpFUnURtZNkOL12HYA%3D%3D&position=3&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Analyst Coches.net,Adevinta,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/data-analyst-coches-net-at-adevinta-3646524454?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=bgQ04scApudIzW3GJ0XNQw%3D%3D&position=4&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Visualization Engineer - Tableau [Remote],Braintrust,Barcelona,Hace 5 días,https://es.linkedin.com/jobs/view/data-visualization-engineer-tableau-remote-at-braintrust-3656424180?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=cgI88v1Ehzcgf9u1BxGUAw%3D%3D&position=5&pageNum=5&trk=public_jobs_jserp-result_search-card
Business Analyst II,HP,Sant Cugat del Vallès,Hace 6 días,https://es.linkedin.com/jobs/view/business-analyst-ii-at-hp-3654097967?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=Z2RuAbNS9QQPC8HunQ129Q%3D%3D&position=6&pageNum=5&trk=public_jobs_jserp-result_search-card
BI Data Analyst,eDreams ODIGEO,Barcelona,Hace 4 días,https://es.linkedin.com/jobs/view/bi-data-analyst-at-edreams-odigeo-3656553634?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=TgJLQWIc30%2B32GsSWtYqSg%3D%3D&position=7&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Engineer (m/f/d),BayWa r.e. EMEA,Barcelona,Hace 4 semanas,https://es.linkedin.com/jobs/view/data-engineer-m-f-d-at-baywa-r-e-emea-3633362341?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=esKPLpvQD8neyNIEJBdVcw%3D%3D&position=8&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Scientist,MANGO,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/data-scientist-at-mango-3654739497?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=vKKxoQaGVO1jc%2FIGhSnh5Q%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card
Senior Data Analyst,Page Personnel,Barcelona,Hace 5 días,https://es.linkedin.com/jobs/view/senior-data-analyst-at-page-personnel-3657205286?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=9rWuvXmyBMzUC774VnER8g%3D%3D&position=10&pageNum=5&trk=public_jobs_jserp-result_search-card
Threat Intelligence Analyst,Accenture España,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/threat-intelligence-analyst-at-accenture-espa%C3%B1a-3622619877?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=Q5A2i7xTNrUk9ovHhkzqfA%3D%3D&position=11&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Engineer,TransPerfect,Barcelona,Hace 2 meses,https://es.linkedin.com/jobs/view/data-engineer-at-transperfect-3496833638?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=Cva%2FRZKmWZunrGTzRyBPWQ%3D%3D&position=12&pageNum=5&trk=public_jobs_jserp-result_search-card
IT Business Analyst - Commercial Planning Reporting Technologies,Nestlé,Esplugues de Llobregat,Hace 3 días,https://es.linkedin.com/jobs/view/it-business-analyst-commercial-planning-reporting-technologies-at-nestl%C3%A9-3638337881?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=X%2Fu3tFO2j5MMl8wZlcTiMg%3D%3D&position=13&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Scientist,Between Technology,Palau-solità i Plegamans,Hace 1 mes,https://es.linkedin.com/jobs/view/data-scientist-at-between-technology-3628592647?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=VNV5uy%2FJBpYi77a64DQPTA%3D%3D&position=14&pageNum=5&trk=public_jobs_jserp-result_search-card
DATA SCIENTIST,MANGO,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-scientist-at-mango-3638588890?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=gotqkrxD9zx%2FYSUK9VNLLg%3D%3D&position=15&pageNum=5&trk=public_jobs_jserp-result_search-card
Business Analyst,Winning,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/business-analyst-at-winning-3622718292?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=U9mLQqKBt%2BcjVs7r5HNlSA%3D%3D&position=16&pageNum=5&trk=public_jobs_jserp-result_search-card
Financial Data Analyst,"Americold Logistics, LLC.",Palau-solità i Plegamans,Hace 1 semana,https://es.linkedin.com/jobs/view/financial-data-analyst-at-americold-logistics-llc-3652608095?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=jlSfm%2BJaCpdvBhowx%2Ftu9w%3D%3D&position=17&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Engineer,IOMED,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/data-engineer-at-iomed-3648777699?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=sy5TslZs5a4Cr1djxuZbkA%3D%3D&position=18&pageNum=5&trk=public_jobs_jserp-result_search-card
Business Analyst (Barcelona),TIA JOBS,Barcelona,Hace 1 día,https://es.linkedin.com/jobs/view/business-analyst-barcelona-at-tia-jobs-3659507443?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=UQ4KkdTBtRZAmF5v%2BkUi2A%3D%3D&position=19&pageNum=5&trk=public_jobs_jserp-result_search-card
Cloud Data Analyst Engineer (FinOps),Unit4,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/cloud-data-analyst-engineer-finops-at-unit4-3644237879?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=Tdw1hFxXHWOgJR6DVNNbmw%3D%3D&position=20&pageNum=5&trk=public_jobs_jserp-result_search-card
Growth Business Analyst (They/She/He),Glovo,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/growth-business-analyst-they-she-he-at-glovo-3627941451?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=iIeDhM7t0AH1OQC18y9Kbg%3D%3D&position=21&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Engineer - Finance Data Operations,Schneider Electric,Barcelona,Hace 2 meses,https://es.linkedin.com/jobs/view/data-engineer-finance-data-operations-at-schneider-electric-3620313244?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=9gPDIl2KkO8AM2GDIu2Pog%3D%3D&position=22&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Engineer,Allianz Technology,Barcelona,Hace 4 semanas,https://es.linkedin.com/jobs/view/data-engineer-at-allianz-technology-3656550123?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=xJuEsOA2uUYJU3iR8WxFog%3D%3D&position=23&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Engineer | Barcelona | 40% Remote,Page Personnel,Barcelona y alrededores,Hace 3 meses,https://es.linkedin.com/jobs/view/data-engineer-barcelona-40%25-remote-at-page-personnel-3595177153?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=XDb%2FqXoqRMnm6QxXTtaOLA%3D%3D&position=24&pageNum=5&trk=public_jobs_jserp-result_search-card
Business Intelligence / Data Analyst (m/w/d),TecAlliance,Barcelona,Hace 3 semanas,https://es.linkedin.com/jobs/view/business-intelligence-data-analyst-m-w-d-at-tecalliance-3640065329?refId=BB5eoYkJMYs7J%2Bp2FZMEqQ%3D%3D&trackingId=g0u%2BnhHEsjWz88ZfWXvHpg%3D%3D&position=25&pageNum=5&trk=public_jobs_jserp-result_search-card
Business Analyst - Quotation CPQ,Schneider Electric,Barcelona,Hace 3 semanas,https://es.linkedin.com/jobs/view/business-analyst-quotation-cpq-at-schneider-electric-3639510264?refId=8hABeEOKswto2mfRb8kb7w%3D%3D&trackingId=cWV9mkauwMI1Ygx7EmBjbA%3D%3D&position=1&pageNum=6&trk=public_jobs_jserp-result_search-card
Business Intelligence trainee,HARTMANN GROUP,Mataró,Hace 2 meses,https://es.linkedin.com/jobs/view/business-intelligence-trainee-at-hartmann-group-3502820674?refId=8hABeEOKswto2mfRb8kb7w%3D%3D&trackingId=pl2MC4giVA4%2Bl0Nalh9efA%3D%3D&position=2&pageNum=6&trk=public_jobs_jserp-result_search-card
🔎 Data Scientist | Digital company based in lively Barcelona,Prometeo - Consultora de Recursos Humanos - Reclutamiento y Selección TI -Atracción de Talento,Barcelona,Hace 2 meses,https://es.linkedin.com/jobs/view/%F0%9F%94%8E-data-scientist-digital-company-based-in-lively-barcelona-at-prometeo-consultora-de-recursos-humanos-reclutamiento-y-selecci%C3%B3n-ti-atracci%C3%B3n-de-talento-3623049543?refId=8hABeEOKswto2mfRb8kb7w%3D%3D&trackingId=beO1vLd3Yd5rToq73miS1Q%3D%3D&position=3&pageNum=6&trk=public_jobs_jserp-result_search-card
3 Data Scientist,Eurecat - Centro Tecnológico de Catalunya,Barcelona,Hace 2 meses,https://es.linkedin.com/jobs/view/3-data-scientist-at-eurecat-centro-tecnol%C3%B3gico-de-catalunya-3596694183?refId=8hABeEOKswto2mfRb8kb7w%3D%3D&trackingId=tI%2BqKRdTCiE2iNy%2FH2vH0w%3D%3D&position=4&pageNum=6&trk=public_jobs_jserp-result_search-card
SQL/R DEVELOPER,Zurich Insurance,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/sql-r-developer-at-zurich-insurance-3482303504?refId=8hABeEOKswto2mfRb8kb7w%3D%3D&trackingId=kOXZ013ygVtujZKjW5TKnA%3D%3D&position=5&pageNum=6&trk=public_jobs_jserp-result_search-card
Data Scientist Semántica,Eurecat - Centro Tecnológico de Catalunya,Barcelona,Hace 2 meses,https://es.linkedin.com/jobs/view/data-scientist-sem%C3%A1ntica-at-eurecat-centro-tecnol%C3%B3gico-de-catalunya-3596693578?refId=8hABeEOKswto2mfRb8kb7w%3D%3D&trackingId=Heo1sgpvs8%2FRSSOb35Wr2Q%3D%3D&position=6&pageNum=6&trk=public_jobs_jserp-result_search-card
Data Governance Specialist,Zurich Insurance,Barcelona,Hace 1 día,https://es.linkedin.com/jobs/view/data-governance-specialist-at-zurich-insurance-3476245789?refId=8hABeEOKswto2mfRb8kb7w%3D%3D&trackingId=zbB9myu2oWQKfV5p%2BbXx3A%3D%3D&position=7&pageNum=6&trk=public_jobs_jserp-result_search-card
